text,label
Congratulations! You won a prize. Claim at http://prize-claim-pexftj.com/winner,1
Your subscription has been renewed. Receipt attached for your records.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your bank account is at risk. Login at http://banking-secure-saimhh.net to confirm.,1
Your bank account is at risk. Login at http://banking-secure-thzakv.net to confirm.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-zshfnb.xyz/verify",1
Your password expires today. Reset at http://account-reset-flmhij.xyz/password,1
Your password expires today. Reset at http://account-reset-huugxk.xyz/password,1
Your bank account is at risk. Login at http://banking-secure-pcqlps.net to confirm.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
URGENT: Your PayPal account needs verification. Click http://paypal-gematp.com/update now.,1
Your subscription has been renewed. Receipt attached for your records.,0
URGENT: Your PayPal account needs verification. Click http://paypal-tmueme.com/update now.,1
Your bank account is at risk. Login at http://banking-secure-khexdc.net to confirm.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your bank account is at risk. Login at http://banking-secure-kwubtm.net to confirm.,1
Your subscription has been renewed. Receipt attached for your records.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-sxdzro.xyz/verify",1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-fzvfzi.xyz/verify",1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
URGENT: Your PayPal account needs verification. Click http://paypal-mphctl.com/update now.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Congratulations! You won a prize. Claim at http://prize-claim-vborqp.com/winner,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-gpqyow.xyz/verify",1
URGENT: Your PayPal account needs verification. Click http://paypal-rrfnoh.com/update now.,1
Your bank account is at risk. Login at http://banking-secure-lriavj.net to confirm.,1
Your password expires today. Reset at http://account-reset-wyzyaz.xyz/password,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your password expires today. Reset at http://account-reset-sjochq.xyz/password,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your password expires today. Reset at http://account-reset-epmcwj.xyz/password,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your bank account is at risk. Login at http://banking-secure-jnnsmx.net to confirm.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your subscription has been renewed. Receipt attached for your records.,0
Your bank account is at risk. Login at http://banking-secure-inpwet.net to confirm.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your bank account is at risk. Login at http://banking-secure-idiipw.net to confirm.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your bank account is at risk. Login at http://banking-secure-hklgfl.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your bank account is at risk. Login at http://banking-secure-oolcww.net to confirm.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
URGENT: Your PayPal account needs verification. Click http://paypal-gtmfvt.com/update now.,1
Your bank account is at risk. Login at http://banking-secure-ksaaol.net to confirm.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-pvuexg.xyz/verify",1
Your bank account is at risk. Login at http://banking-secure-ersjxg.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your subscription has been renewed. Receipt attached for your records.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-qjcrjb.xyz/verify",1
Your password expires today. Reset at http://account-reset-nhghts.xyz/password,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Congratulations! You won a prize. Claim at http://prize-claim-eokaox.com/winner,1
Your password expires today. Reset at http://account-reset-nailkl.xyz/password,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your subscription has been renewed. Receipt attached for your records.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
URGENT: Your PayPal account needs verification. Click http://paypal-qydtpz.com/update now.,1
Your password expires today. Reset at http://account-reset-enpvwz.xyz/password,1
Your password expires today. Reset at http://account-reset-wcnmeg.xyz/password,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your bank account is at risk. Login at http://banking-secure-dkpjhs.net to confirm.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-noffxm.xyz/verify",1
Your password expires today. Reset at http://account-reset-bxjujn.xyz/password,1
Your password expires today. Reset at http://account-reset-rchruw.xyz/password,1
Congratulations! You won a prize. Claim at http://prize-claim-zjjfdb.com/winner,1
Your bank account is at risk. Login at http://banking-secure-xkumjt.net to confirm.,1
Congratulations! You won a prize. Claim at http://prize-claim-ygbfmw.com/winner,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your subscription has been renewed. Receipt attached for your records.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
URGENT: Your PayPal account needs verification. Click http://paypal-bgsmpt.com/update now.,1
Your password expires today. Reset at http://account-reset-kuknlr.xyz/password,1
Congratulations! You won a prize. Claim at http://prize-claim-hhrjgk.com/winner,1
Your bank account is at risk. Login at http://banking-secure-qdkogr.net to confirm.,1
Your password expires today. Reset at http://account-reset-lhaxum.xyz/password,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-ytddqr.xyz/verify",1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-zpqyvy.xyz/verify",1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Congratulations! You won a prize. Claim at http://prize-claim-dazmrj.com/winner,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Congratulations! You won a prize. Claim at http://prize-claim-gguszv.com/winner,1
Your subscription has been renewed. Receipt attached for your records.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your subscription has been renewed. Receipt attached for your records.,0
Your bank account is at risk. Login at http://banking-secure-njwqgo.net to confirm.,1
URGENT: Your PayPal account needs verification. Click http://paypal-pdsyjf.com/update now.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Congratulations! You won a prize. Claim at http://prize-claim-caodyh.com/winner,1
Your subscription has been renewed. Receipt attached for your records.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-eplzfm.xyz/verify",1
Your subscription has been renewed. Receipt attached for your records.,0
Congratulations! You won a prize. Claim at http://prize-claim-gwqpab.com/winner,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your bank account is at risk. Login at http://banking-secure-vykpkt.net to confirm.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your bank account is at risk. Login at http://banking-secure-coolsy.net to confirm.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your subscription has been renewed. Receipt attached for your records.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Congratulations! You won a prize. Claim at http://prize-claim-ngredz.com/winner,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-zamgiv.xyz/verify",1
Your subscription has been renewed. Receipt attached for your records.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your bank account is at risk. Login at http://banking-secure-jzskfe.net to confirm.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Congratulations! You won a prize. Claim at http://prize-claim-umzpzq.com/winner,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Congratulations! You won a prize. Claim at http://prize-claim-fbrnuk.com/winner,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-hmsfge.xyz/verify",1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your subscription has been renewed. Receipt attached for your records.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-acjawd.xyz/verify",1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your password expires today. Reset at http://account-reset-ztgupf.xyz/password,1
Congratulations! You won a prize. Claim at http://prize-claim-hqrfxr.com/winner,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-fynwyy.xyz/verify",1
Your bank account is at risk. Login at http://banking-secure-xgjove.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your subscription has been renewed. Receipt attached for your records.,0
URGENT: Your PayPal account needs verification. Click http://paypal-glxdho.com/update now.,1
Your bank account is at risk. Login at http://banking-secure-xwsyij.net to confirm.,1
Your subscription has been renewed. Receipt attached for your records.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Congratulations! You won a prize. Claim at http://prize-claim-rwhhri.com/winner,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Congratulations! You won a prize. Claim at http://prize-claim-dilflt.com/winner,1
Your subscription has been renewed. Receipt attached for your records.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your bank account is at risk. Login at http://banking-secure-rpuuwy.net to confirm.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your password expires today. Reset at http://account-reset-pmesdz.xyz/password,1
Your subscription has been renewed. Receipt attached for your records.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your bank account is at risk. Login at http://banking-secure-rgfjqc.net to confirm.,1
Your bank account is at risk. Login at http://banking-secure-btpuzu.net to confirm.,1
URGENT: Your PayPal account needs verification. Click http://paypal-zcmpoh.com/update now.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Congratulations! You won a prize. Claim at http://prize-claim-stmxqu.com/winner,1
URGENT: Your PayPal account needs verification. Click http://paypal-rieqyh.com/update now.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your password expires today. Reset at http://account-reset-fsymiq.xyz/password,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-yqmfyh.xyz/verify",1
Congratulations! You won a prize. Claim at http://prize-claim-nybmph.com/winner,1
Your bank account is at risk. Login at http://banking-secure-vuwtnx.net to confirm.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
URGENT: Your PayPal account needs verification. Click http://paypal-mdzcif.com/update now.,1
Your bank account is at risk. Login at http://banking-secure-celkul.net to confirm.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your subscription has been renewed. Receipt attached for your records.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
URGENT: Your PayPal account needs verification. Click http://paypal-cquhmk.com/update now.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-stoebk.xyz/verify",1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-itdstq.xyz/verify",1
Your bank account is at risk. Login at http://banking-secure-bhzolm.net to confirm.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your bank account is at risk. Login at http://banking-secure-dvjuqm.net to confirm.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
URGENT: Your PayPal account needs verification. Click http://paypal-wrknlz.com/update now.,1
URGENT: Your PayPal account needs verification. Click http://paypal-jtusho.com/update now.,1
Your bank account is at risk. Login at http://banking-secure-ehwylb.net to confirm.,1
Your bank account is at risk. Login at http://banking-secure-tytrzn.net to confirm.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Congratulations! You won a prize. Claim at http://prize-claim-icnrsr.com/winner,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
URGENT: Your PayPal account needs verification. Click http://paypal-drphic.com/update now.,1
Your bank account is at risk. Login at http://banking-secure-ruhlno.net to confirm.,1
Your bank account is at risk. Login at http://banking-secure-oarwpt.net to confirm.,1
Congratulations! You won a prize. Claim at http://prize-claim-iwbtqi.com/winner,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your subscription has been renewed. Receipt attached for your records.,0
URGENT: Your PayPal account needs verification. Click http://paypal-jmcxur.com/update now.,1
Your password expires today. Reset at http://account-reset-esdbms.xyz/password,1
Your password expires today. Reset at http://account-reset-jzaksm.xyz/password,1
Congratulations! You won a prize. Claim at http://prize-claim-bidqvb.com/winner,1
Congratulations! You won a prize. Claim at http://prize-claim-zxsqgo.com/winner,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your bank account is at risk. Login at http://banking-secure-arnosx.net to confirm.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your subscription has been renewed. Receipt attached for your records.,0
Your bank account is at risk. Login at http://banking-secure-dwtced.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
URGENT: Your PayPal account needs verification. Click http://paypal-ywxlzk.com/update now.,1
URGENT: Your PayPal account needs verification. Click http://paypal-hnkqip.com/update now.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-kiwyud.xyz/verify",1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Congratulations! You won a prize. Claim at http://prize-claim-kaswyh.com/winner,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your subscription has been renewed. Receipt attached for your records.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-odbvsq.xyz/verify",1
URGENT: Your PayPal account needs verification. Click http://paypal-jtnrwk.com/update now.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your bank account is at risk. Login at http://banking-secure-yhuace.net to confirm.,1
Congratulations! You won a prize. Claim at http://prize-claim-xajgch.com/winner,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
URGENT: Your PayPal account needs verification. Click http://paypal-fmmmyv.com/update now.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your password expires today. Reset at http://account-reset-xuxxjz.xyz/password,1
Your subscription has been renewed. Receipt attached for your records.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-jfpbxn.xyz/verify",1
Your password expires today. Reset at http://account-reset-ouljcf.xyz/password,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your bank account is at risk. Login at http://banking-secure-xkkiya.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-ajehyh.xyz/verify",1
Your bank account is at risk. Login at http://banking-secure-eutszf.net to confirm.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
URGENT: Your PayPal account needs verification. Click http://paypal-fojnin.com/update now.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
URGENT: Your PayPal account needs verification. Click http://paypal-blertu.com/update now.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your bank account is at risk. Login at http://banking-secure-kelppt.net to confirm.,1
Your subscription has been renewed. Receipt attached for your records.,0
Your bank account is at risk. Login at http://banking-secure-gqlgvq.net to confirm.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Congratulations! You won a prize. Claim at http://prize-claim-ntlwzy.com/winner,1
URGENT: Your PayPal account needs verification. Click http://paypal-iocrmr.com/update now.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your password expires today. Reset at http://account-reset-ajivte.xyz/password,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-sproxd.xyz/verify",1
Congratulations! You won a prize. Claim at http://prize-claim-ylknpo.com/winner,1
Your bank account is at risk. Login at http://banking-secure-ifpoeq.net to confirm.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your subscription has been renewed. Receipt attached for your records.,0
Your bank account is at risk. Login at http://banking-secure-kchcvi.net to confirm.,1
Your bank account is at risk. Login at http://banking-secure-zrcppo.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your subscription has been renewed. Receipt attached for your records.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your bank account is at risk. Login at http://banking-secure-smfsxj.net to confirm.,1
URGENT: Your PayPal account needs verification. Click http://paypal-olacpo.com/update now.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your password expires today. Reset at http://account-reset-gmsirv.xyz/password,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your bank account is at risk. Login at http://banking-secure-tcqfwx.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your subscription has been renewed. Receipt attached for your records.,0
Your password expires today. Reset at http://account-reset-aktcyi.xyz/password,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-dureug.xyz/verify",1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your password expires today. Reset at http://account-reset-gvczuc.xyz/password,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-avznok.xyz/verify",1
Your bank account is at risk. Login at http://banking-secure-eyiigl.net to confirm.,1
Your password expires today. Reset at http://account-reset-iajosb.xyz/password,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
URGENT: Your PayPal account needs verification. Click http://paypal-qqnhvn.com/update now.,1
Your password expires today. Reset at http://account-reset-xiprlt.xyz/password,1
Congratulations! You won a prize. Claim at http://prize-claim-vgvsld.com/winner,1
URGENT: Your PayPal account needs verification. Click http://paypal-wsqzfc.com/update now.,1
URGENT: Your PayPal account needs verification. Click http://paypal-ttcgwu.com/update now.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your subscription has been renewed. Receipt attached for your records.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
URGENT: Your PayPal account needs verification. Click http://paypal-xpfyuu.com/update now.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Congratulations! You won a prize. Claim at http://prize-claim-ibzrml.com/winner,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-rzwhvu.xyz/verify",1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Congratulations! You won a prize. Claim at http://prize-claim-zqtmvl.com/winner,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your bank account is at risk. Login at http://banking-secure-bvicep.net to confirm.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-aaihbn.xyz/verify",1
URGENT: Your PayPal account needs verification. Click http://paypal-mjbbtz.com/update now.,1
Congratulations! You won a prize. Claim at http://prize-claim-vnhqyi.com/winner,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-kyqhvj.xyz/verify",1
Your password expires today. Reset at http://account-reset-bnpbrd.xyz/password,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your subscription has been renewed. Receipt attached for your records.,0
Your bank account is at risk. Login at http://banking-secure-ugrydd.net to confirm.,1
Your password expires today. Reset at http://account-reset-ojzvlf.xyz/password,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your bank account is at risk. Login at http://banking-secure-pwluaz.net to confirm.,1
Your bank account is at risk. Login at http://banking-secure-hmkcsn.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Congratulations! You won a prize. Claim at http://prize-claim-tgfzea.com/winner,1
Your bank account is at risk. Login at http://banking-secure-gycmxg.net to confirm.,1
Your password expires today. Reset at http://account-reset-mzslkw.xyz/password,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your subscription has been renewed. Receipt attached for your records.,0
Your bank account is at risk. Login at http://banking-secure-dowiqz.net to confirm.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your bank account is at risk. Login at http://banking-secure-wrwshr.net to confirm.,1
Your subscription has been renewed. Receipt attached for your records.,0
Your password expires today. Reset at http://account-reset-omcqss.xyz/password,1
Your bank account is at risk. Login at http://banking-secure-calohc.net to confirm.,1
URGENT: Your PayPal account needs verification. Click http://paypal-jdkbzo.com/update now.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-xidzup.xyz/verify",1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-nwbjjt.xyz/verify",1
Congratulations! You won a prize. Claim at http://prize-claim-uiixih.com/winner,1
URGENT: Your PayPal account needs verification. Click http://paypal-jvraze.com/update now.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
URGENT: Your PayPal account needs verification. Click http://paypal-tgmmwv.com/update now.,1
Your subscription has been renewed. Receipt attached for your records.,0
Congratulations! You won a prize. Claim at http://prize-claim-vrhmwd.com/winner,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-diouwb.xyz/verify",1
Your password expires today. Reset at http://account-reset-dfxkpc.xyz/password,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-ooclua.xyz/verify",1
URGENT: Your PayPal account needs verification. Click http://paypal-ltpjun.com/update now.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your bank account is at risk. Login at http://banking-secure-umkidf.net to confirm.,1
URGENT: Your PayPal account needs verification. Click http://paypal-eezpgr.com/update now.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your password expires today. Reset at http://account-reset-bgnwpi.xyz/password,1
Congratulations! You won a prize. Claim at http://prize-claim-bimwap.com/winner,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
URGENT: Your PayPal account needs verification. Click http://paypal-drpqhl.com/update now.,1
URGENT: Your PayPal account needs verification. Click http://paypal-chfhbx.com/update now.,1
Your subscription has been renewed. Receipt attached for your records.,0
URGENT: Your PayPal account needs verification. Click http://paypal-fhjcql.com/update now.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-jvhaau.xyz/verify",1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your password expires today. Reset at http://account-reset-cystku.xyz/password,1
Your password expires today. Reset at http://account-reset-qwjbyc.xyz/password,1
URGENT: Your PayPal account needs verification. Click http://paypal-uissfu.com/update now.,1
Congratulations! You won a prize. Claim at http://prize-claim-azljoq.com/winner,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your password expires today. Reset at http://account-reset-wzbjxh.xyz/password,1
URGENT: Your PayPal account needs verification. Click http://paypal-mwukod.com/update now.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-xtaztg.xyz/verify",1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your bank account is at risk. Login at http://banking-secure-zumrpq.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
URGENT: Your PayPal account needs verification. Click http://paypal-klwrtc.com/update now.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
URGENT: Your PayPal account needs verification. Click http://paypal-ohpaph.com/update now.,1
Your bank account is at risk. Login at http://banking-secure-lvsail.net to confirm.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Congratulations! You won a prize. Claim at http://prize-claim-yftkkj.com/winner,1
URGENT: Your PayPal account needs verification. Click http://paypal-xaeixn.com/update now.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Congratulations! You won a prize. Claim at http://prize-claim-cshstk.com/winner,1
Your bank account is at risk. Login at http://banking-secure-gkdqti.net to confirm.,1
Your subscription has been renewed. Receipt attached for your records.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your subscription has been renewed. Receipt attached for your records.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your password expires today. Reset at http://account-reset-sgqvgn.xyz/password,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Congratulations! You won a prize. Claim at http://prize-claim-fhykyh.com/winner,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
